nickname,userid,total weight(metaforo),"total weight(on chain, floored)",⚠️need_review,address,address weight(floored),explorer_url
xiaopingguo,37655,30000120,30000120,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfqcw4guc22j8pfqys2zfpc2fsax0c9fdcjpypt9,3000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfqcw4guc22j8pfqys2zfpc2fsax0c9fdcjpypt9
xiaopingguo,37655,30000120,30000120,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdmg5rxd9kq87zh7jcdrs4m29ktkvj2hxs5d2wuq,27000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdmg5rxd9kq87zh7jcdrs4m29ktkvj2hxs5d2wuq
Juliann,50196,19933381,19933381,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwr985zpl8lw9k6eqaaf526qweclgh5z0q8k3ghg,9068631,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwr985zpl8lw9k6eqaaf526qweclgh5z0q8k3ghg
Juliann,50196,19933381,19933381,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvms4223sumhv3ex7ucjk43mxec2453j0c9gdygh,10864750,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvms4223sumhv3ex7ucjk43mxec2453j0c9gdygh
Juliann,50196,19933381,19933381,False,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqtdg9qj32yqphe42a3700rf9le0lalr8pqlm5ymh,0,https://explorer.app5.org/address/ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqtdg9qj32yqphe42a3700rf9le0lalr8pqlm5ymh
Garie,50181,17220000,17220000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2nlqmnve6vzzqwmc9dnjvynd9e09sse2grwn7sw,4200000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2nlqmnve6vzzqwmc9dnjvynd9e09sse2grwn7sw
Garie,50181,17220000,17220000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgxkjdncvqgw8hfqt78q8sewfj4asydsgceadv0k,4160000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgxkjdncvqgw8hfqt78q8sewfj4asydsgceadv0k
Garie,50181,17220000,17220000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd28grvhrgvsnn3fqec8f7ap6fzqc74gsq6sdwcq,4500000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd28grvhrgvsnn3fqec8f7ap6fzqc74gsq6sdwcq
Garie,50181,17220000,17220000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0tlc8uq7umetq0nq08aqxtgwrp22xa0jglzfasu,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0tlc8uq7umetq0nq08aqxtgwrp22xa0jglzfasu
Garie,50181,17220000,17220000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdupej27yxwepx2peph9g2zdmwwq778slscy3lm5,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdupej27yxwepx2peph9g2zdmwwq778slscy3lm5
Garie,50181,17220000,17220000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd7g36dl9akqqeekrcp7auh33qt23cjk0swhpkjv,4360000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd7g36dl9akqqeekrcp7auh33qt23cjk0swhpkjv
Garie,50181,17220000,17220000,False,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqgqrp3lrrkcggt2x5rwspl67qewwg5g2hcpvtygs,0,https://explorer.app5.org/address/ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqgqrp3lrrkcggt2x5rwspl67qewwg5g2hcpvtygs
Trust,50150,228600,228600,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfr46vvmhckcme29v9qppgf7xajztegncgqj4txz,126600,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfr46vvmhckcme29v9qppgf7xajztegncgqj4txz
Trust,50150,228600,228600,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqf3etqp6ju7z58tyfnr4lghc5h30dk8k2qltwfvt,102000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqf3etqp6ju7z58tyfnr4lghc5h30dk8k2qltwfvt
Trust,50150,228600,228600,False,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqde2mxgt5aff34drfzmjs9et5gl3atmn2s92psv9,0,https://explorer.app5.org/address/ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqde2mxgt5aff34drfzmjs9et5gl3atmn2s92psv9
Tatum,40177,1535998,1535998,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfr4x2fmm67numw2thczkrz99sj0hyx28cphnr8f,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfr4x2fmm67numw2thczkrz99sj0hyx28cphnr8f
Tatum,40177,1535998,1535998,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgd8w5zrcu3uzhlgpud3cvkx72zuzymv4cmjxwwl,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgd8w5zrcu3uzhlgpud3cvkx72zuzymv4cmjxwwl
Tatum,40177,1535998,1535998,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdsrru998t37xtjkux2cnx9lv8k0a7gjcg647p0q,801999,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdsrru998t37xtjkux2cnx9lv8k0a7gjcg647p0q
Tatum,40177,1535998,1535998,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvm2yw3katq9y7jeunxwl7pyjjs406zl2gxul2j8,133999,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvm2yw3katq9y7jeunxwl7pyjjs406zl2gxul2j8
Tatum,40177,1535998,1535998,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw0g66sdjnc4zazwhlya9nsaaagndcgsrg269gvr,600000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw0g66sdjnc4zazwhlya9nsaaagndcgsrg269gvr
Tatum,40177,1535998,1535998,False,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcq2qnh4ukv468jr9565r5p0a402lxyrqgrcu0dkvd,0,https://explorer.app5.org/address/ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcq2qnh4ukv468jr9565r5p0a402lxyrqgrcu0dkvd
PSB,47706,6094000,6094000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfdk8n9sfzz758l93acg6s28z89wvehlxqkljnsv,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfdk8n9sfzz758l93acg6s28z89wvehlxqkljnsv
PSB,47706,6094000,6094000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfs6c4chhw5kwthmq0jzqyxwmr9fpr5a4qr8l2yd,6094000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfs6c4chhw5kwthmq0jzqyxwmr9fpr5a4qr8l2yd
PSB,47706,6094000,6094000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvsk2a6s3aq4kh6hves5a9vfswx88e2h0sg9uaga,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvsk2a6s3aq4kh6hves5a9vfswx88e2h0sg9uaga
ZZtovarishch,49172,1000,1000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqf0uway3g9ghc5he9c3k5u2drkehnup4wspurfzh,1000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqf0uway3g9ghc5he9c3k5u2drkehnup4wspurfzh
ZZtovarishch,49172,1000,1000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2qn2tuptxte65j67mk30afawwsx07dt8c3ajstq,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2qn2tuptxte65j67mk30afawwsx07dt8c3ajstq
ZZtovarishch,49172,1000,1000,False,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqdh0zkwe2tghhqajn5n44nxe4htr2h94ncqguvnj,0,https://explorer.app5.org/address/ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqdh0zkwe2tghhqajn5n44nxe4htr2h94ncqguvnj
ebubedev,53125,126864,126864,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwfu4pvkjsxzxacs4q5jyl9gtymqhayd2s3ha8ru,126864,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwfu4pvkjsxzxacs4q5jyl9gtymqhayd2s3ha8ru
mattRUNCKB,52112,100001,100001,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqglufwcjg3nhn8nzws0nmzupuhvs7e6uxgcuwzdg,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqglufwcjg3nhn8nzws0nmzupuhvs7e6uxgcuwzdg
mattRUNCKB,52112,100001,100001,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqth3fm3g7zftkj4hwhyfs2zrfrzf2h27cswjs0ga,100001,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqth3fm3g7zftkj4hwhyfs2zrfrzf2h27cswjs0ga
Jnr6,51416,194139,194139,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqffue6z0es4f8lnlx52tpnwjwpuymf9qtqc9w05x,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqffue6z0es4f8lnlx52tpnwjwpuymf9qtqc9w05x
Jnr6,51416,194139,194139,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd6nkrgkejdm7u08f8ghmavyxydzttan6gr3vran,194139,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd6nkrgkejdm7u08f8ghmavyxydzttan6gr3vran
truthixify,53508,101885,101885,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2jdp07vmgft5tpt7ds66up8t0jnedzwzgnz2ce9,101885,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2jdp07vmgft5tpt7ds66up8t0jnedzwzgnz2ce9
truthixify,53508,101885,101885,False,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqtlp685smr3ezf6duf5vhscfdqs7wjgzfs7whcdj,0,https://explorer.app5.org/address/ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqtlp685smr3ezf6duf5vhscfdqs7wjgzfs7whcdj
