nickname,userid,total weight(metaforo),"total weight(on chain, floored)",⚠️need_review,address,address weight(floored),explorer_url
Ophiuchus,50987,19500000,19500000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtvvlwzemapea3k3ssnk4vsg874pyw85jqnrq46h,3000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtvvlwzemapea3k3ssnk4vsg874pyw85jqnrq46h
Ophiuchus,50987,19500000,19500000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt00ucq7cwlw53gdz6tnyz7kl9rh2eu25cfcdarr,1500000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt00ucq7cwlw53gdz6tnyz7kl9rh2eu25cfcdarr
Bonz,42529,4000017,4000017,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg406cz80exd8kwgu4f7pxunhm0u02rtssgaryuq,4000017,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg406cz80exd8kwgu4f7pxunhm0u02rtssgaryuq
juanlex,50177,17900000,17900000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw6r5r9lvp8tckd0f62htdl73vht7flsjq7c6fv9,17900000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw6r5r9lvp8tckd0f62htdl73vht7flsjq7c6fv9
juanlex,50177,17900000,17900000,False,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqfde8rmtuy4cx5m4rxnvl555deazcd47rgurwxpu,0,https://explorer.app5.org/address/ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqfde8rmtuy4cx5m4rxnvl555deazcd47rgurwxpu
Neon,33888,100000,100000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq22scz5xdghpea53flwa9tnl9v8t5mp4gqn8u5sg,100000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq22scz5xdghpea53flwa9tnl9v8t5mp4gqn8u5sg
Neon,33888,100000,100000,False,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqdl7q7nmq72am4qwrj50wtajtu0dl2gzacl2sygv,0,https://explorer.app5.org/address/ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqdl7q7nmq72am4qwrj50wtajtu0dl2gzacl2sygv
NightLantern,36074,2350000,2350000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt44hj52utz2v6cpmwxuxyvkd6szca35fg4gv4wz,2350000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt44hj52utz2v6cpmwxuxyvkd6szca35fg4gv4wz
Huck,51069,105000,105000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtz35n6ck4zmuqmnm4qjanpe0mx2kyac7q8fykr0,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtz35n6ck4zmuqmnm4qjanpe0mx2kyac7q8fykr0
Huck,51069,105000,105000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg5rvpsylf4j4l7py55vmj92093jgz6vvsngtppg,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg5rvpsylf4j4l7py55vmj92093jgz6vvsngtppg
Huck,51069,105000,105000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq26a8uhrlmnp0ywwm5n2z5gv5tphuyzkmsqd8hgt,105000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq26a8uhrlmnp0ywwm5n2z5gv5tphuyzkmsqd8hgt
Byakuya,34079,32970632,32970632,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvnw3s2htazkfer477f2pyndt3ujwvfsmqejwlvp,1188788,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvnw3s2htazkfer477f2pyndt3ujwvfsmqejwlvp
Byakuya,34079,32970632,32970632,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdgmvulkjtwrs2xdwn2ezf6t37hrmea2qq54jz6e,1309005,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdgmvulkjtwrs2xdwn2ezf6t37hrmea2qq54jz6e
Byakuya,34079,32970632,32970632,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgsgnwjejkkdz3wxwqf6p99yx287l8largm76z5n,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgsgnwjejkkdz3wxwqf6p99yx287l8largm76z5n
Byakuya,34079,32970632,32970632,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgp2s9z734rgf9rz8zxkl5l58z8yvaptrsphhs6k,472839,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgp2s9z734rgf9rz8zxkl5l58z8yvaptrsphhs6k
Byakuya,34079,32970632,32970632,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg79hh53jfvvnddfqsvf6rphuhchm74e8gagvssy,30000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg79hh53jfvvnddfqsvf6rphuhchm74e8gagvssy
mattRUNCKB,52112,100001,100001,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqglufwcjg3nhn8nzws0nmzupuhvs7e6uxgcuwzdg,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqglufwcjg3nhn8nzws0nmzupuhvs7e6uxgcuwzdg
mattRUNCKB,52112,100001,100001,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqth3fm3g7zftkj4hwhyfs2zrfrzf2h27cswjs0ga,100001,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqth3fm3g7zftkj4hwhyfs2zrfrzf2h27cswjs0ga
Phroi,46487,400000,400000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfhnyttkppqhkmdgt24f865mkfvxvphhpqh5pqm8,400000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfhnyttkppqhkmdgt24f865mkfvxvphhpqh5pqm8
joshyates,51044,500000,500000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq26k6c0as36j2fqacvzjrmdv30wcpz970snv6u2h,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq26k6c0as36j2fqacvzjrmdv30wcpz970snv6u2h
joshyates,51044,500000,500000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd9n32yyujn470twgthr3rucrmy7xf4nxg57nqxs,500000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd9n32yyujn470twgthr3rucrmy7xf4nxg57nqxs
Michiel,33832,1290000,1290000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdzx545uffra6pzwn5schn5cfpns4nnfacvlc0kk,1290000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdzx545uffra6pzwn5schn5cfpns4nnfacvlc0kk
ebubedev,53125,126864,126864,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwfu4pvkjsxzxacs4q5jyl9gtymqhayd2s3ha8ru,126864,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwfu4pvkjsxzxacs4q5jyl9gtymqhayd2s3ha8ru
Anihdev,53501,209935,209935,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdq30u7xntrg8v5u6r9t2auntk3w73x93s9v07fu,209935,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdq30u7xntrg8v5u6r9t2auntk3w73x93s9v07fu
Anihdev,53501,209935,209935,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0ewvqv9qgqmt49u06h2t3d0uqjdzktqxgpv3ukt,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0ewvqv9qgqmt49u06h2t3d0uqjdzktqxgpv3ukt
PSB,47706,5444000,5444000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfdk8n9sfzz758l93acg6s28z89wvehlxqkljnsv,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfdk8n9sfzz758l93acg6s28z89wvehlxqkljnsv
PSB,47706,5444000,5444000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfs6c4chhw5kwthmq0jzqyxwmr9fpr5a4qr8l2yd,5444000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfs6c4chhw5kwthmq0jzqyxwmr9fpr5a4qr8l2yd
PSB,47706,5444000,5444000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvsk2a6s3aq4kh6hves5a9vfswx88e2h0sg9uaga,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvsk2a6s3aq4kh6hves5a9vfswx88e2h0sg9uaga
truthixify,53508,101885,101885,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2jdp07vmgft5tpt7ds66up8t0jnedzwzgnz2ce9,101885,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2jdp07vmgft5tpt7ds66up8t0jnedzwzgnz2ce9
truthixify,53508,101885,101885,False,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqtlp685smr3ezf6duf5vhscfdqs7wjgzfs7whcdj,0,https://explorer.app5.org/address/ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqtlp685smr3ezf6duf5vhscfdqs7wjgzfs7whcdj
xixihaha,50068,288000,288000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdguyjl72jqmh7z5cearny0n7efywm202gv94gpd,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdguyjl72jqmh7z5cearny0n7efywm202gv94gpd
xixihaha,50068,288000,288000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtq82ue4dsl0zxzg60srqap9hu9lr5357g2ehyaf,288000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtq82ue4dsl0zxzg60srqap9hu9lr5357g2ehyaf
