nickname,userid,voted_at,total weight(metaforo),"total weight(on chain, floored)",⚠️need_review,address,address weight(floored),explorer_url
JustinG,51093,2026-01-16 13:56:51 (UTC+0),808417,808417,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtyn20ptxlr0zc0708qtux6z9hzjdk45jsam0wyw,63998,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtyn20ptxlr0zc0708qtux6z9hzjdk45jsam0wyw
JustinG,51093,2026-01-16 13:56:51 (UTC+0),808417,808417,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdj60tad8aevxqhu5z5vxafeeplu43mv3c7zm578,35800,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdj60tad8aevxqhu5z5vxafeeplu43mv3c7zm578
JustinG,51093,2026-01-16 13:56:51 (UTC+0),808417,808417,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvnss84vnc6uhcdta4hk7antffnf4gxzkcp9e3dm,35108,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvnss84vnc6uhcdta4hk7antffnf4gxzkcp9e3dm
JustinG,51093,2026-01-16 13:56:51 (UTC+0),808417,808417,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgkg99m5wtdyxcpupy88gpqch9fzjk39vcz688s0,32066,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgkg99m5wtdyxcpupy88gpqch9fzjk39vcz688s0
JustinG,51093,2026-01-16 13:56:51 (UTC+0),808417,808417,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt36efg2jzellhvq37scauj6zmqq7y5tyclcyexc,29395,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt36efg2jzellhvq37scauj6zmqq7y5tyclcyexc
JustinG,51093,2026-01-16 13:56:51 (UTC+0),808417,808417,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwpn7sckywrm3ua7nf02cdx6nuvr09c33cz7207f,30925,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwpn7sckywrm3ua7nf02cdx6nuvr09c33cz7207f
JustinG,51093,2026-01-16 13:56:51 (UTC+0),808417,808417,False,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqdsrjpccfnw595u8ye2zhw9dsw7ejrvl9ccxtnqf,0,https://explorer.app5.org/address/ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqdsrjpccfnw595u8ye2zhw9dsw7ejrvl9ccxtnqf
Tatum,40177,2026-01-16 12:45:47 (UTC+0),1535998,1535998,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfr4x2fmm67numw2thczkrz99sj0hyx28cphnr8f,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfr4x2fmm67numw2thczkrz99sj0hyx28cphnr8f
Tatum,40177,2026-01-16 12:45:47 (UTC+0),1535998,1535998,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgd8w5zrcu3uzhlgpud3cvkx72zuzymv4cmjxwwl,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgd8w5zrcu3uzhlgpud3cvkx72zuzymv4cmjxwwl
Tatum,40177,2026-01-16 12:45:47 (UTC+0),1535998,1535998,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdsrru998t37xtjkux2cnx9lv8k0a7gjcg647p0q,801999,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdsrru998t37xtjkux2cnx9lv8k0a7gjcg647p0q
Tatum,40177,2026-01-16 12:45:47 (UTC+0),1535998,1535998,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvm2yw3katq9y7jeunxwl7pyjjs406zl2gxul2j8,133999,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvm2yw3katq9y7jeunxwl7pyjjs406zl2gxul2j8
Tatum,40177,2026-01-16 12:45:47 (UTC+0),1535998,1535998,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw0g66sdjnc4zazwhlya9nsaaagndcgsrg269gvr,600000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw0g66sdjnc4zazwhlya9nsaaagndcgsrg269gvr
Tatum,40177,2026-01-16 12:45:47 (UTC+0),1535998,1535998,False,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcq2qnh4ukv468jr9565r5p0a402lxyrqgrcu0dkvd,0,https://explorer.app5.org/address/ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcq2qnh4ukv468jr9565r5p0a402lxyrqgrcu0dkvd
BillHiness,44810,2026-01-16 03:01:34 (UTC+0),200,484615,True,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd039y7wn2z66yyaskmarapnjuupyw5j7g8jpmd3,200,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd039y7wn2z66yyaskmarapnjuupyw5j7g8jpmd3
BillHiness,44810,2026-01-16 03:01:34 (UTC+0),200,484615,True,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwawrgz64vq63xkwcytysgh9e0vwzvnarqtndzq9,484415,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwawrgz64vq63xkwcytysgh9e0vwzvnarqtndzq9
Garie,50181,2026-01-13 12:09:58 (UTC+0),17220000,17220000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2nlqmnve6vzzqwmc9dnjvynd9e09sse2grwn7sw,4200000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2nlqmnve6vzzqwmc9dnjvynd9e09sse2grwn7sw
Garie,50181,2026-01-13 12:09:58 (UTC+0),17220000,17220000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgxkjdncvqgw8hfqt78q8sewfj4asydsgceadv0k,4160000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgxkjdncvqgw8hfqt78q8sewfj4asydsgceadv0k
Garie,50181,2026-01-13 12:09:58 (UTC+0),17220000,17220000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd28grvhrgvsnn3fqec8f7ap6fzqc74gsq6sdwcq,4500000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd28grvhrgvsnn3fqec8f7ap6fzqc74gsq6sdwcq
Garie,50181,2026-01-13 12:09:58 (UTC+0),17220000,17220000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0tlc8uq7umetq0nq08aqxtgwrp22xa0jglzfasu,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0tlc8uq7umetq0nq08aqxtgwrp22xa0jglzfasu
Garie,50181,2026-01-13 12:09:58 (UTC+0),17220000,17220000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdupej27yxwepx2peph9g2zdmwwq778slscy3lm5,0,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdupej27yxwepx2peph9g2zdmwwq778slscy3lm5
Garie,50181,2026-01-13 12:09:58 (UTC+0),17220000,17220000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd7g36dl9akqqeekrcp7auh33qt23cjk0swhpkjv,4360000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd7g36dl9akqqeekrcp7auh33qt23cjk0swhpkjv
Garie,50181,2026-01-13 12:09:58 (UTC+0),17220000,17220000,False,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqgqrp3lrrkcggt2x5rwspl67qewwg5g2hcpvtygs,0,https://explorer.app5.org/address/ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqgqrp3lrrkcggt2x5rwspl67qewwg5g2hcpvtygs
wade,51009,2026-01-13 12:06:40 (UTC+0),17644454,17644454,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0cffqnutceepn6txjc5u26zhvwn40e9qsxyyzg0,8740371,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq0cffqnutceepn6txjc5u26zhvwn40e9qsxyyzg0
wade,51009,2026-01-13 12:06:40 (UTC+0),17644454,17644454,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdk33ez8y6agzc72yxdgagffjquak5sx2qsy42nx,1207190,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdk33ez8y6agzc72yxdgagffjquak5sx2qsy42nx
wade,51009,2026-01-13 12:06:40 (UTC+0),17644454,17644454,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq25pyglgsqpqukzcc0gptrrldqmhhrwn9qnjgyl3,1659998,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq25pyglgsqpqukzcc0gptrrldqmhhrwn9qnjgyl3
wade,51009,2026-01-13 12:06:40 (UTC+0),17644454,17644454,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvmnqkv0zmlkev6nhu8uljh69lagj7egpgfm3x6g,3771999,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvmnqkv0zmlkev6nhu8uljh69lagj7egpgfm3x6g
wade,51009,2026-01-13 12:06:40 (UTC+0),17644454,17644454,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2d9kpx5q8jtj72ahwl5qy6nsv7x9lqztclm6eus,2264896,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2d9kpx5q8jtj72ahwl5qy6nsv7x9lqztclm6eus
wade,51009,2026-01-13 12:06:40 (UTC+0),17644454,17644454,False,ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqw4zzsfwry9624uz2dmmv86c5lvlwm570ccj2stp,0,https://explorer.app5.org/address/ckb1qzl58smqy32hnrq6vxjedcxe2fugvnz497h7yvwqvwel40uh4rltcqw4zzsfwry9624uz2dmmv86c5lvlwm570ccj2stp
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2e33v7azym5az5ta950afg2t72q56mfxcz09g5v,300000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2e33v7azym5az5ta950afg2t72q56mfxcz09g5v
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtq29u0r2nefacwk2frzmng8mtkuvc2lpgze2v2v,300000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtq29u0r2nefacwk2frzmng8mtkuvc2lpgze2v2v
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwrreprsqre5tmhf00x0usq6dhsq68gfhcff90t4,300000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwrreprsqre5tmhf00x0usq6dhsq68gfhcff90t4
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv527lh24sgfs55nec348arwfzjc54jsnsc2an25,300000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv527lh24sgfs55nec348arwfzjc54jsnsc2an25
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd5grymm3elduwhvaagplmdu9hcaj2p55ggv8udf,300000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd5grymm3elduwhvaagplmdu9hcaj2p55ggv8udf
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq259lyvym09exvxvds6s4sr280p7970zxqca3mqt,300000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq259lyvym09exvxvds6s4sr280p7970zxqca3mqt
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwum7mftus46haevgkemhf7q5vheumh90c5akdsz,300000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwum7mftus46haevgkemhf7q5vheumh90c5akdsz
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq23xwa02ejjvdjdyxd5avfm3ee02wyrz7qwsku9h,300000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq23xwa02ejjvdjdyxd5avfm3ee02wyrz7qwsku9h
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwawpcz3h8x55gc3x30wx3959sr8qtynssclqw55,300000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwawpcz3h8x55gc3x30wx3959sr8qtynssclqw55
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwfr288gq236dtr9mc869dwr0ck6py38ncyrdlj5,300000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqwfr288gq236dtr9mc869dwr0ck6py38ncyrdlj5
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2tq9ayfx6pccndrgrpdcl80upgky5tjxcyp74c5,1000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsq2tq9ayfx6pccndrgrpdcl80upgky5tjxcyp74c5
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt5p4fv4lgljp5vxppsffng5ykpa7evw6s9dnh9r,1000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqt5p4fv4lgljp5vxppsffng5ykpa7evw6s9dnh9r
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfw4ps22xe0zjnx2qgnw05h6ghwe0gg7lq2sddjh,1000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfw4ps22xe0zjnx2qgnw05h6ghwe0gg7lq2sddjh
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgt8vfg4zyk02vhmeum9d0kxl6qek9y2rqyuwmlh,1000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgt8vfg4zyk02vhmeum9d0kxl6qek9y2rqyuwmlh
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfwnnlkxkgw75qx0ruknmrgr8s0z35wk6swuj3c6,1000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfwnnlkxkgw75qx0ruknmrgr8s0z35wk6swuj3c6
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgtund9lhsaawts0pvtm8z9qlv893q7nhgktw553,1000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgtund9lhsaawts0pvtm8z9qlv893q7nhgktw553
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg37f4wmyvxrlslcymmvs5z3j8zufw6hagq9stuv,1000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg37f4wmyvxrlslcymmvs5z3j8zufw6hagq9stuv
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfdujan34ct6hq8hl9svh3wk3mkkqchtrs0nszvf,1000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfdujan34ct6hq8hl9svh3wk3mkkqchtrs0nszvf
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtmfnwesx22zesrwxdf2hss937vf2xnp4gjsrcvg,1000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqtmfnwesx22zesrwxdf2hss937vf2xnp4gjsrcvg
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdhwgfgp996r7qjgzcy9tpcvse6nezjdvg5fp96l,1000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdhwgfgp996r7qjgzcy9tpcvse6nezjdvg5fp96l
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfs0gz0f7n3k24rqldpwanve6nkldj7vgsh0w5dp,1000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfs0gz0f7n3k24rqldpwanve6nkldj7vgsh0w5dp
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdrut0tl7lrt0yfnxqde3rrt96v3v3skdqfnzqpj,1000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqdrut0tl7lrt0yfnxqde3rrt96v3v3skdqfnzqpj
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv3ma3kyl4sh6zxk66w2zpcth4gmp8eryg65um3s,1000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv3ma3kyl4sh6zxk66w2zpcth4gmp8eryg65um3s
otioa,51007,2026-01-13 02:12:25 (UTC+0),24000000,24000000,False,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd9h4nwwzpdmtexud4t65xm480vmd6fxwgvjua0e,1000000,https://explorer.app5.org/address/ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqd9h4nwwzpdmtexud4t65xm480vmd6fxwgvjua0e
